Accelerometer   Dummy Data      Time
Data
-4.210821862	0.000148276	0.000000000
-4.283377439	0.000151459	0.001000000
-4.326943034	0.000150580	0.002000000
-4.340288700	0.000151223	0.003000000
-4.324145656	0.000151801	0.004000000
-4.277580193	0.000151801	0.005000000
-4.201046040	0.000152228	0.006000000
-4.095656899	0.000150753	0.007000000
-3.961356523	0.000154185	0.008000000
-3.800271068	0.000154135	0.009000000
-3.612145546	0.000153667	0.010000000
-3.399533594	0.000154638	0.011000000
-3.165588826	0.000153026	0.012000000
-2.910093750	0.000150648	0.013000000
-2.634777041	0.000152236	0.014000000
-2.343118547	0.000153434	0.015000000
-2.035418254	0.000154638	0.016000000
-1.714717280	0.000153720	0.017000000
-1.385909161	0.000152514	0.018000000
-1.049338881	0.000151861	0.019000000
-0.707391336	0.000151301	0.020000000
-0.362492670	0.000153270	0.021000000
-0.019618916	0.000150851	0.022000000
0.319711244	0.000148804	0.023000000
0.656956494	0.000149656	0.024000000
0.985573372	0.000150586	0.025000000
1.302933242	0.000148947	0.026000000
1.607386177	0.000149605	0.027000000
1.895744815	0.000149498	0.028000000
2.166370480	0.000148470	0.029000000
2.417703237	0.000150648	0.030000000
2.648340650	0.000150994	0.031000000
2.856055316	0.000148929	0.032000000
3.039032313	0.000147999	0.033000000
3.195325478	0.000148604	0.034000000
3.324387333	0.000150022	0.035000000
3.424324213	0.000150851	0.036000000
3.495627344	0.000150583	0.037000000
3.537231775	0.000149263	0.038000000
3.549737478	0.000151739	0.039000000
3.533410692	0.000154582	0.040000000
3.484677823	0.000152698	0.041000000
3.407232460	0.000152421	0.042000000
3.300688370	0.000154596	0.043000000
3.167329202	0.000155249	0.044000000
3.007177457	0.000152359	0.045000000
2.817949483	0.000151676	0.046000000
2.607591183	0.000154820	0.047000000
2.374163892	0.000150893	0.048000000
2.118110090	0.000154570	0.049000000
1.844758295	0.000154060	0.050000000
1.554037260	0.000154173	0.051000000
1.249291838	0.000152055	0.052000000
0.931676979	0.000151778	0.053000000
0.604162553	0.000152347	0.054000000
0.269988418	0.000153467	0.055000000
-0.069469235	0.000149888	0.056000000
-0.409830600	0.000148580	0.057000000
-0.749625739	0.000150633	0.058000000
-1.087478463	0.000148980	0.059000000
-1.419402696	0.000149710	0.060000000
-1.742428568	0.000149504	0.061000000
-2.054077438	0.000148261	0.062000000
-2.352361893	0.000152013	0.063000000
-2.636456968	0.000151548	0.064000000
-2.903974018	0.000152320	0.065000000
-3.151901924	0.000149334	0.066000000
-3.377675800	0.000148196	0.067000000
-3.578490767	0.000149006	0.068000000
-3.755374281	0.000151351	0.069000000
-3.907568875	0.000150449	0.070000000
-4.032674654	0.000152797	0.071000000
-4.130485376	0.000149492	0.072000000
-4.199032378	0.000151152	0.073000000
-4.238705643	0.000153610	0.074000000
-4.247761497	0.000151912	0.075000000
-4.226218689	0.000152815	0.076000000
-4.178209539	0.000152493	0.077000000
-4.101000415	0.000153288	0.078000000
-3.994377579	0.000153986	0.079000000
-3.860598429	0.000152823	0.080000000
-3.698999247	0.000151223	0.081000000
-3.512047423	0.000153264	0.082000000
-3.301651625	0.000153774	0.083000000
-3.069555526	0.000153983	0.084000000
-2.817589046	0.000155425	0.085000000
-2.546434655	0.000152040	0.086000000
-2.258882231	0.000150166	0.087000000
-1.956667948	0.000149912	0.088000000
-1.641820468	0.000152958	0.089000000
-1.317808389	0.000151921	0.090000000
-0.986180393	0.000148801	0.091000000
-0.650570071	0.000150586	0.092000000
-0.313879796	0.000151223	0.093000000
0.022259253	0.000148413	0.094000000
0.355402183	0.000149519	0.095000000
0.684229051	0.000152466	0.096000000
1.004502544	0.000152189	0.097000000
