Accelerometer   Dummy Data      Time
Data
-0.110702432	0.000152022	0.000000000
-0.103641491	0.000149862	0.001000000
-0.096021824	0.000147451	0.002000000
-0.088173417	0.000148759	0.003000000
-0.079822533	0.000149996	0.004000000
-0.071021668	0.000149185	0.005000000
-0.063207009	0.000149570	0.006000000
-0.057252270	0.000151858	0.007000000
-0.051462523	0.000148839	0.008000000
-0.046287749	0.000148291	0.009000000
-0.042455417	0.000150785	0.010000000
-0.040501752	0.000150490	0.011000000
-0.040100520	0.000151018	0.012000000
-0.041660452	0.000151784	0.013000000
-0.044131594	0.000149570	0.014000000
-0.047277706	0.000151608	0.015000000
-0.051968751	0.000152871	0.016000000
-0.058062234	0.000153482	0.017000000
-0.065546907	0.000152558	0.018000000
-0.072690345	0.000154313	0.019000000
-0.080887486	0.000154796	0.020000000
-0.088675895	0.000154227	0.021000000
-0.096449305	0.000153780	0.022000000
-0.104147719	0.000153521	0.023000000
-0.109933716	0.000151620	0.024000000
-0.117369640	0.000154248	0.025000000
-0.123088140	0.000154713	0.026000000
-0.127344204	0.000154307	0.027000000
-0.129759099	0.000154081	0.028000000
-0.130321574	0.000151700	0.029000000
-0.132226491	0.000153637	0.030000000
-0.129515359	0.000154737	0.031000000
-0.125334292	0.000150136	0.032000000
-0.121753199	0.000150776	0.033000000
-0.115963452	0.000150544	0.034000000
-0.108812515	0.000150830	0.035000000
-0.099760411	0.000148923	0.036000000
-0.091199535	0.000148997	0.037000000
-0.082878649	0.000149969	0.038000000
-0.074239027	0.000149754	0.039000000
-0.066131881	0.000152299	0.040000000
-0.058080983	0.000151602	0.041000000
-0.050498815	0.000149453	0.042000000
-0.044982806	0.000149975	0.043000000
-0.041071727	0.000149197	0.044000000
-0.037970613	0.000149799	0.045000000
-0.036598173	0.000152478	0.046000000
-0.036538176	0.000150183	0.047000000
-0.038296849	0.000149617	0.048000000
-0.041934190	0.000152859	0.049000000
-0.046482741	0.000153950	0.050000000
-0.052969957	0.000151265	0.051000000
-0.060698369	0.000152341	0.052000000
-0.067748061	0.000156101	0.053000000
-0.076916410	0.000154564	0.054000000
-0.087157212	0.000152636	0.055000000
-0.096580550	0.000154045	0.056000000
-0.106086384	0.000153989	0.057000000
-0.114497266	0.000151304	0.058000000
-0.122353173	0.000153229	0.059000000
-0.129020381	0.000155583	0.060000000
-0.134851376	0.000153193	0.061000000
-0.138792454	0.000154722	0.062000000
-0.140978608	0.000151661	0.063000000
-0.141477336	0.000151214	0.064000000
-0.138379972	0.000153393	0.065000000
-0.134461393	0.000149635	0.066000000
